path,dataset,size_bytes,git_blob_sha,sha256,origin_repository,origin_commit,owner,content_category,disposition
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/04015.qrs,afdb,88012,ea29960ef9694eda1fb0945fd614d71fc831c424,d0f8d5fe5bf6e97412780ea1602446cc4f37c55581ce3d3a3771602ade62f912,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/04043.atr,afdb,2318,126f18a27eb26250a6408e50104801b7245c19ee,098cb44c066d3a662d07810f54c6439cbbbc8229bfc686a73ecccc528a92bde8,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/04043.dat,afdb,27617280,25cec831639717613c40871a6903523d7b138f97,0799eb0da3303a59ee200345d0d1efc812cf5a664e8159c5972590ec6208e460,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/04043.hea,afdb,108,c97b4c2fb057bb27dc12cc9f22f71d167cb25730,5756b5a8b6613706ad436614ff90a4fd89361072944ac369f1926e4fbfcf9551,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/04043.hea-,afdb,100,fb09f986e693b16d82488328895498f6c7c5acb3,198ac19c1f8f227bf488c7c72d9e1f7897929a7cb92a5ba3dc5f05507e7854d6,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/04043.qrs,afdb,123832,c1495dede18345db45dc2ac9904d044ca6b53e5a,d8842d655e1a4e79a6d5d3de9bbdcedb9816be4f789adcd209c977044fee741b,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/04048.atr,afdb,204,55398a6f2dc21a9c28b0a6f92b0591a981986b85,4fa9fcd2301079fa3c84eb994f5c5629c6e712311e2110aeebbc45cee1232ffb,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/04048.dat,afdb,27617280,ffa55b9a905b271c91aaba04dda27712b1bb5753,776fa3f53a8f34d239609da61ac8de706b1a818a1d5bdb4afe4edd064e5c5f68,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/04048.hea,afdb,109,845f75adddb8aa97663e3c96459841d5952b37b4,bc6a4149f5a79673d17bb495bfc8c3a34574d8a639076d5f812a68abeeb5ebcd,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/04048.hea-,afdb,101,a234b4356b3e3dfb505dc76207cbb7622df554c3,edf612bab9536fea8f8405d7efa263076d62668a1a603392185733ea6f924502,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/04048.qrs,afdb,79900,d14726bb8ae2098d53bc753374cad5119dc78244,e954bd484d6549a7bd2df0687cd9a90c90b7aa9899a1c24ac645a14d4cbc0102,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/04126.atr,afdb,204,7391946cf340f8a682c4ff3f1db9b4bdbb3f7233,7b21ce5b08bc6e9a53af5dbfa7a98beb57548ae2fb83a4ce6eab2507bd46bcd2,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/04126.dat,afdb,27617280,583017a14e4ba72b61c8d28782c819861b78c4e2,02978abdaab2121d486807668ca5a4ed033ee40f301f64f217ca935f34b49468,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/04126.hea,afdb,107,454737ebe09ae060133a81792cc0e7c0407d43d9,b8b0a61fe284b2a9e77ff7a41105ffc8e03282691f021b89c9c4682e4eb40ec9,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/04126.hea-,afdb,99,8d3bbaa6d6c015df2bbcf5259eafb6d3d7875733,c389a13a53c060735e6a6e09dc33d6fd86b97d0e3eea9a5b3108e39d7323739a,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/04126.qrs,afdb,85722,6abafe22352140e85d1e6149a299e380bd6c232d,2946ae430838693d7b3245bee2aa1578fcfd73e80c5b1ece88a847fca673bde7,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/04746.atr,afdb,148,33dc49bcd151603ddcd72a658e20ab7a142e4755,bcd2eab8aabd780cd11ad648caa21234c594c79e65479e5c4d41eaee09c1602a,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/04746.dat,afdb,27617280,c387532ddd2b0cdba43f45bb7f66a66b5c352dd0,eb6591b583e778989138a53d746721700955188bf0bdb83ded31102d29587a71,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/04746.hea,afdb,109,06ae96bea775506ed67207462bb8e81e66edfe33,7eb1f73b75b6ed6e668b007d6dd9f0645280d5989197a58199edfa7529ffa888,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/04746.hea-,afdb,101,f45d29493382aeb6ae53e3c3478e1ce25385708d,4e57cafc7a6e767cd94fdcb05b5625d17d67f5b4bbfc7a55bb7f05adc71cae10,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/04746.qrs,afdb,95748,db9175f763a1d5d50a1899918c8a273584febf71,3642fede18f51f8d61b79d722f9fb0915e95dc5db983152ad156e4f85a661bc7,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/04908.atr,afdb,234,eff7dc36c76d1793bedc2f8dabbc625918dcf5e2,5589eb55199fad1ea3650426eeda567a519e246299a87c0f4a9e197879c8fee1,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/04908.dat,afdb,27617280,49c73f0214973952f047eed48aac84c688e47ebb,eeb668c14966b1e3d9a53f344e258f0de936bfb253f0b22e838b67f9db2af398,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/04908.hea,afdb,105,fe86e467cc06053845d9db1e6c3dfa6335ef12ec,13c190ed1db4376e708a996eee83358bb34f7581d54040c82d2291eb8c116bf5,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/04908.hea-,afdb,97,20e8b6650e2591497a344c62984911bf930f2d5c,b0274b05482692953b587b7b0e4039ee3c3bb8e8318483e945fd634005c14083,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/04908.qrs,afdb,123522,5c16a8b97f7bbaaec2865be5441559aac04f7071,6048186e43cb9f9117d29ab7e926c6d3bfb72788484b3fa77baa2a97244e65c6,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/04936.atr,afdb,1012,b00ab28b0b3b84986ccaf8d6bdb23687bf16c6a3,80439512a64d81f2de5f0206fe96937a8dcaef08668566d880720f016bd99ee3,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/04936.dat,afdb,27617280,184626c6d188d55ad3504c0fc33e9a0315e2892b,489a7e4b8c65ebb7e72e7535a2fea0a3b989c8862011546bec685aa862695e4a,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/04936.hea,afdb,99,53efc5ec6a84f2ae7fe68f103fc6771a0127ec2f,b2d9a89bece090f7ee951512a11d822a686f5417b68425a8e311d646d2b60489,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/04936.hea-,afdb,135,1fbc4c996c63119e386ac49a326a7b5a9958ba7d,95890b7c995ecacf7bc2b65f28dfe9393e46e672ff5bd4218213fb2c813c620d,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/04936.qrs,afdb,107294,60ad1c457efc84289f3059b78dfcb45a5598bd21,9244ed0bbf5983cd9bad98e13866489891ebe220d8220fb151e26512c27e89c5,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/04936.xws,afdb,93,6fcfb417cd1339b2518d45c6261477a36e2e4d5d,bcf61dcf62ac41ad4f54d780b0a59f16de1452e6a00fd8b762c49d104c37f4a1,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/05091.atr,afdb,220,0a48633a3dfaa40e260b89d31e90726bed146699,41a108a914abeac6480e7c3398893b666fa6cdd487b2f47a734fcfd50a5342f1,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/05091.dat,afdb,27617280,56ca2f0ba8b5da88587bd94807e59ee37d92b9eb,abc375deb01996b8212a3574e797a81e2aa93cdcb65cd0c41e7bdab4b640c270,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/05091.hea,afdb,109,052670213b17bba5028d2590ac33a84732b41d93,e9985ed4f52d7a2f3784437f38f1ec103ef67049be01167b31e3ad839e510423,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/05091.hea-,afdb,99,386e687cb67242279a9ad347bd1c147dc71f4e28,a690da746bade605f46d5c879b1c6ef4a8e7156ab493e22a381b5b35473ceca1,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/05091.qrs,afdb,73606,383345f15b66eaf60afc10463d973ed1ccb366fd,80e2b781f55fe764c1cd2d77f5e1d59b3e60a1b0c90e2140b18c152a2bed2059,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/05091.qrsc,afdb,73558,2a4cae4d5cba83f52f8032b8cf0af4990cc20857,d36cc3f0f030df643ebd1d8686d789803a1029a9bcd9e4945541e960673bcb08,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/05121.atr,afdb,574,2f3935bec8ec7a4aeb3a54d3546b69668c83759e,2e62d1e266ae9bc11a7252d46cf39d18cdd4de0f6224432af1325bba3b2236a7,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/05121.atr-,afdb,312,0629ac1b57f632ae5e84b71128dc56da832b0d02,7c93ab0180204743bfc9ffb54539b28ac0f80df0f6ec5b3d1bb9f9e63dc869bf,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/05121.dat,afdb,27617280,c8ab0226097964217ba28e12f3b1bdb9dea4de09,80201d5543827b5951ba934530fce40c62e2331484023c95ffafc69df04e4749,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/05121.hea,afdb,107,cbfd378cc2535aba3b5310ac22b28cb1325cd43c,d42c5038173a42920c955b6a1f55e7c916e0394167be5aab30d06ca23783190e,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/05121.hea-,afdb,97,16569b6433e63a8086b52dfdfcff444e5675e8f9,234a61db9ec63f852738c14d78a86ef55a001a4beed4d122bda5e7aa74b19968,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/05121.qrs,afdb,99764,c2d31b69699f36c6196456d13e7a5dbd9d70109e,9416f8a4120025b893afb228dfac97ba097b383606bf62c1da55161c4ebe0efa,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/05261.atr,afdb,304,a5a0835d7163756d5494aa07756248e8b7dfcb60,ae7fc9d48b372f6e98be7bb2f07e3bf11d1f1d713e2c8289bf3ca56150743028,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/05261.dat,afdb,27617280,27fea27570523cbb1c1bc2fde6cce27c06f3b7a7,7203f7577ef25074a10d1d7156423963d94dc1aae03f7cc614d0631c06826f16,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/05261.hea,afdb,110,967649af63495d11302584ed2a8982c38d603509,2869f373344d4dbba2f6d665643276a4f92522cde30917ebe1be2a48c7c05f96,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/05261.hea-,afdb,102,0f1f9a262efc91c9eec28452a068fd246845bf79,56d39da4f7d6289204dd770580206ad8b84075160aeb1837af1732517e8aec6e,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/05261.qrs,afdb,91070,eae567d3a5eb35c2c91d5ae790810ec91d6fb580,6c9e5ba94ecdea0b073e3af7bcc6ca94dd33b1ffe742871bd708bc4ef42acb8e,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/06426.atr,afdb,738,ae103f0d015f0e5aa9ea8c27d1d2f0b817a229c7,4a408b70a9d219319b8134f362926653cbcd7eae1b78e807e373922f1393ab96,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/06426.dat,afdb,27617280,6829749ae305aa121125851d568040aed7560517,d288cf132e05bf3fca4ff229376edd53cea93d386d9a8210053c79f2e702cee3,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/06426.hea,afdb,106,5418de04f3f9b4244c9a571b876dc6e025adae3f,3bfe448da7a850f9dea9f387cd1221b108b53ea9acc949b3dc4ca321d46859bf,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/06426.hea-,afdb,97,c42f6c7753431ca1b29e523da9e23f112d62d24c,87a1a3d5ed2472f442c64eb6d15f5b4de43e246be021c6bc7eb52c8c8bd1cfd9,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/06426.qrs,afdb,110312,4e63d017a5a68e40e6c1a4b6bd7cf7370d4a302c,9ffd733a3452b687e581e3d6e3128fec0a0f508bd1af2eb1eb38b536061ba257,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/06453.atr,afdb,176,e094811bc451e0590193040c320a74f3f88e61f9,acf9d0fee2cdb53a15b8b4532c2baf6c06c48ebd94ecbaa767abe49a4989d75d,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/06453.dat,afdb,24975000,f866c0c5b5cdb14b5bea06b08a255baefb9c07bb,32fd725e7bb1880d8ba1427af0ff37cd421dd25e26777cec64dffebc4c7710a2,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/06453.hea,afdb,109,d580b95f056db5f801076f47b990c1b2b22ed27f,528f8ddb7d7e235ee11a7fe0f3a03ad8bae58550fb6359b15ba899aadcf494f0,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/06453.hea-,afdb,101,529644f8cfc294e8aad101b7c5977fccdf9d901d,fe7507dd54e95589f3e2434fd9eaa0943f8519b74cbb5a4be348bb1d4522e35b,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/06453.qrs,afdb,69676,ad1e1c02c6dc44433e8630384d5c7e7ea3e8673c,6fc3c0b1b4bcda92277da22724a1864c058082914c5009dd529571bfb9229c3a,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset distribution file,remove from Git history; restore through fixed-version PhysioNet fetch
