path,size_bytes,Git blob SHA,origin repository,origin commit,owner,content category,retain_or_remove,rationale,replacement artifact,evidence affected
components/afe_xmodel/algorithm/person_data/chfdb/1.0.0/chf03.dat,53996544,a75b178c921c70624c4987b3c80b7bfad1225b1d,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset,REMOVE_FROM_HISTORY,authoritative fixed-version source is reproducibly fetchable,datasets/dataset_manifest.yaml + SHA256SUMS_EXPECTED.txt,raw source availability only; derived evidence retained
components/afe_xmodel/algorithm/person_data/chfdb/1.0.0/chf05.dat,53406720,d90608a66cdef525ab27337856e360a524338d0e,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset,REMOVE_FROM_HISTORY,authoritative fixed-version source is reproducibly fetchable,datasets/dataset_manifest.yaml + SHA256SUMS_EXPECTED.txt,raw source availability only; derived evidence retained
components/afe_xmodel/algorithm/person_data/chfdb/1.0.0/chf09.dat,53389731,775757c4e736499ed22ebc687265b190fd8f4b32,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset,REMOVE_FROM_HISTORY,authoritative fixed-version source is reproducibly fetchable,datasets/dataset_manifest.yaml + SHA256SUMS_EXPECTED.txt,raw source availability only; derived evidence retained
components/afe_xmodel/algorithm/person_data/chfdb/1.0.0/chf02.dat,53379072,1f66e97d624843cc5cda3cb02d55cb208f2fb6ba,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset,REMOVE_FROM_HISTORY,authoritative fixed-version source is reproducibly fetchable,datasets/dataset_manifest.yaml + SHA256SUMS_EXPECTED.txt,raw source availability only; derived evidence retained
components/afe_xmodel/algorithm/person_data/chfdb/1.0.0/chf06.dat,53369856,05bfe2fcba798a7b47660aac87a22d93689cac6d,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset,REMOVE_FROM_HISTORY,authoritative fixed-version source is reproducibly fetchable,datasets/dataset_manifest.yaml + SHA256SUMS_EXPECTED.txt,raw source availability only; derived evidence retained
components/afe_xmodel/algorithm/person_data/nsrdb/1.0.0/16483.dat,35880960,032b51339a8be0cbca1f5fec4a15e3be2f836647,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset,REMOVE_FROM_HISTORY,authoritative fixed-version source is reproducibly fetchable,datasets/dataset_manifest.yaml + SHA256SUMS_EXPECTED.txt,raw source availability only; derived evidence retained
components/afe_xmodel/algorithm/person_data/nsrdb/1.0.0/18177.dat,35880960,972b9d718b576050fafd876b5fe435a944d01b4a,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset,REMOVE_FROM_HISTORY,authoritative fixed-version source is reproducibly fetchable,datasets/dataset_manifest.yaml + SHA256SUMS_EXPECTED.txt,raw source availability only; derived evidence retained
components/afe_xmodel/algorithm/person_data/nsrdb/1.0.0/16265.dat,35192832,8b284a0d4ef23070bfa0e6718451ab7541f2ddd9,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset,REMOVE_FROM_HISTORY,authoritative fixed-version source is reproducibly fetchable,datasets/dataset_manifest.yaml + SHA256SUMS_EXPECTED.txt,raw source availability only; derived evidence retained
components/afe_xmodel/algorithm/person_data/nsrdb/1.0.0/16272.dat,34560000,7e29a05ee81f61c9d145f0083db6f6acb9453d52,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset,REMOVE_FROM_HISTORY,authoritative fixed-version source is reproducibly fetchable,datasets/dataset_manifest.yaml + SHA256SUMS_EXPECTED.txt,raw source availability only; derived evidence retained
components/afe_xmodel/algorithm/person_data/nsrdb/1.0.0/16273.dat,34062336,5209efd66d3f6e614ee0b92c409636af7d9d7c9f,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset,REMOVE_FROM_HISTORY,authoritative fixed-version source is reproducibly fetchable,datasets/dataset_manifest.yaml + SHA256SUMS_EXPECTED.txt,raw source availability only; derived evidence retained
components/afe_xmodel/algorithm/person_data/nsrdb/1.0.0/16539.dat,33982464,8643aa074a5865b715d45331c1aa37343227bee3,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset,REMOVE_FROM_HISTORY,authoritative fixed-version source is reproducibly fetchable,datasets/dataset_manifest.yaml + SHA256SUMS_EXPECTED.txt,raw source availability only; derived evidence retained
components/afe_xmodel/algorithm/person_data/nsrdb/1.0.0/16786.dat,33853440,24c960a7a9cbb63ee9fe9e5612dd2fd6f9115613,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset,REMOVE_FROM_HISTORY,authoritative fixed-version source is reproducibly fetchable,datasets/dataset_manifest.yaml + SHA256SUMS_EXPECTED.txt,raw source availability only; derived evidence retained
components/afe_xmodel/algorithm/person_data/nsrdb/1.0.0/17453.dat,33705984,dafbae1bd26e105194900b9a79e0168a0ff03667,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset,REMOVE_FROM_HISTORY,authoritative fixed-version source is reproducibly fetchable,datasets/dataset_manifest.yaml + SHA256SUMS_EXPECTED.txt,raw source availability only; derived evidence retained
components/afe_xmodel/algorithm/person_data/nsrdb/1.0.0/19090.dat,33429504,28e648bbce02c22c64fdc989be71541825863349,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset,REMOVE_FROM_HISTORY,authoritative fixed-version source is reproducibly fetchable,datasets/dataset_manifest.yaml + SHA256SUMS_EXPECTED.txt,raw source availability only; derived evidence retained
components/afe_xmodel/algorithm/person_data/nsrdb/1.0.0/19140.dat,33417216,7577aefa6434655005bb40493c660bc1f8334876,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset,REMOVE_FROM_HISTORY,authoritative fixed-version source is reproducibly fetchable,datasets/dataset_manifest.yaml + SHA256SUMS_EXPECTED.txt,raw source availability only; derived evidence retained
components/afe_xmodel/algorithm/person_data/nsrdb/1.0.0/16420.dat,33153024,d46e2e30e41f1cacac30c1135e32aa5409821a15,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset,REMOVE_FROM_HISTORY,authoritative fixed-version source is reproducibly fetchable,datasets/dataset_manifest.yaml + SHA256SUMS_EXPECTED.txt,raw source availability only; derived evidence retained
components/afe_xmodel/algorithm/person_data/nsrdb/1.0.0/16773.dat,33140736,83e54602614ef453502abc9bd57e2aa3270f7f9b,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset,REMOVE_FROM_HISTORY,authoritative fixed-version source is reproducibly fetchable,datasets/dataset_manifest.yaml + SHA256SUMS_EXPECTED.txt,raw source availability only; derived evidence retained
components/afe_xmodel/algorithm/person_data/nsrdb/1.0.0/19088.dat,32901120,fee4c116bb20c3ff440ddb4a76b359da10d27cff,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset,REMOVE_FROM_HISTORY,authoritative fixed-version source is reproducibly fetchable,datasets/dataset_manifest.yaml + SHA256SUMS_EXPECTED.txt,raw source availability only; derived evidence retained
components/afe_xmodel/algorithm/person_data/nsrdb/1.0.0/18184.dat,32827392,df1bf85adf84a07db60bda1607887f474ac6e235,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset,REMOVE_FROM_HISTORY,authoritative fixed-version source is reproducibly fetchable,datasets/dataset_manifest.yaml + SHA256SUMS_EXPECTED.txt,raw source availability only; derived evidence retained
components/afe_xmodel/algorithm/person_data/nsrdb/1.0.0/16795.dat,32600064,a982b204d121d115f823a98aedef3dd640ecc9fc,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset,REMOVE_FROM_HISTORY,authoritative fixed-version source is reproducibly fetchable,datasets/dataset_manifest.yaml + SHA256SUMS_EXPECTED.txt,raw source availability only; derived evidence retained
components/afe_xmodel/algorithm/person_data/nsrdb/1.0.0/19093.dat,32117760,0162118c6cc99aec74420d2ccf02749563573e9b,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset,REMOVE_FROM_HISTORY,authoritative fixed-version source is reproducibly fetchable,datasets/dataset_manifest.yaml + SHA256SUMS_EXPECTED.txt,raw source availability only; derived evidence retained
components/afe_xmodel/algorithm/person_data/nsrdb/1.0.0/19830.dat,32105472,ef18f8fecc0ab237c18d49cda1430f67a94ba72d,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset,REMOVE_FROM_HISTORY,authoritative fixed-version source is reproducibly fetchable,datasets/dataset_manifest.yaml + SHA256SUMS_EXPECTED.txt,raw source availability only; derived evidence retained
components/afe_xmodel/algorithm/person_data/nsrdb/1.0.0/17052.dat,31979520,65c7619ed52ebf7120622e6aeae0f0b7f61de872,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset,REMOVE_FROM_HISTORY,authoritative fixed-version source is reproducibly fetchable,datasets/dataset_manifest.yaml + SHA256SUMS_EXPECTED.txt,raw source availability only; derived evidence retained
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/04015.dat,27617280,d6edac23bfc323fae519d44da14d42bd1c294554,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset,REMOVE_FROM_HISTORY,authoritative fixed-version source is reproducibly fetchable,datasets/dataset_manifest.yaml + SHA256SUMS_EXPECTED.txt,raw source availability only; derived evidence retained
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/04043.dat,27617280,25cec831639717613c40871a6903523d7b138f97,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset,REMOVE_FROM_HISTORY,authoritative fixed-version source is reproducibly fetchable,datasets/dataset_manifest.yaml + SHA256SUMS_EXPECTED.txt,raw source availability only; derived evidence retained
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/04048.dat,27617280,ffa55b9a905b271c91aaba04dda27712b1bb5753,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset,REMOVE_FROM_HISTORY,authoritative fixed-version source is reproducibly fetchable,datasets/dataset_manifest.yaml + SHA256SUMS_EXPECTED.txt,raw source availability only; derived evidence retained
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/04126.dat,27617280,583017a14e4ba72b61c8d28782c819861b78c4e2,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset,REMOVE_FROM_HISTORY,authoritative fixed-version source is reproducibly fetchable,datasets/dataset_manifest.yaml + SHA256SUMS_EXPECTED.txt,raw source availability only; derived evidence retained
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/04746.dat,27617280,c387532ddd2b0cdba43f45bb7f66a66b5c352dd0,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset,REMOVE_FROM_HISTORY,authoritative fixed-version source is reproducibly fetchable,datasets/dataset_manifest.yaml + SHA256SUMS_EXPECTED.txt,raw source availability only; derived evidence retained
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/04908.dat,27617280,49c73f0214973952f047eed48aac84c688e47ebb,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset,REMOVE_FROM_HISTORY,authoritative fixed-version source is reproducibly fetchable,datasets/dataset_manifest.yaml + SHA256SUMS_EXPECTED.txt,raw source availability only; derived evidence retained
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/04936.dat,27617280,184626c6d188d55ad3504c0fc33e9a0315e2892b,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset,REMOVE_FROM_HISTORY,authoritative fixed-version source is reproducibly fetchable,datasets/dataset_manifest.yaml + SHA256SUMS_EXPECTED.txt,raw source availability only; derived evidence retained
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/05091.dat,27617280,56ca2f0ba8b5da88587bd94807e59ee37d92b9eb,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset,REMOVE_FROM_HISTORY,authoritative fixed-version source is reproducibly fetchable,datasets/dataset_manifest.yaml + SHA256SUMS_EXPECTED.txt,raw source availability only; derived evidence retained
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/05121.dat,27617280,c8ab0226097964217ba28e12f3b1bdb9dea4de09,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset,REMOVE_FROM_HISTORY,authoritative fixed-version source is reproducibly fetchable,datasets/dataset_manifest.yaml + SHA256SUMS_EXPECTED.txt,raw source availability only; derived evidence retained
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/05261.dat,27617280,27fea27570523cbb1c1bc2fde6cce27c06f3b7a7,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset,REMOVE_FROM_HISTORY,authoritative fixed-version source is reproducibly fetchable,datasets/dataset_manifest.yaml + SHA256SUMS_EXPECTED.txt,raw source availability only; derived evidence retained
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/06426.dat,27617280,6829749ae305aa121125851d568040aed7560517,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset,REMOVE_FROM_HISTORY,authoritative fixed-version source is reproducibly fetchable,datasets/dataset_manifest.yaml + SHA256SUMS_EXPECTED.txt,raw source availability only; derived evidence retained
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/06995.dat,27617280,1b741b3a8b4bdc97e741f614006529a9526464e1,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset,REMOVE_FROM_HISTORY,authoritative fixed-version source is reproducibly fetchable,datasets/dataset_manifest.yaml + SHA256SUMS_EXPECTED.txt,raw source availability only; derived evidence retained
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/07162.dat,27617280,6203720a48e638655e87bf7d66afad35a5e34a3e,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset,REMOVE_FROM_HISTORY,authoritative fixed-version source is reproducibly fetchable,datasets/dataset_manifest.yaml + SHA256SUMS_EXPECTED.txt,raw source availability only; derived evidence retained
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/07859.dat,27617280,89b3553f5b9afaf89a8d00ed6b5dcad187a8abb7,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset,REMOVE_FROM_HISTORY,authoritative fixed-version source is reproducibly fetchable,datasets/dataset_manifest.yaml + SHA256SUMS_EXPECTED.txt,raw source availability only; derived evidence retained
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/07879.dat,27617280,fe35f452298301048b065e5c506f01cdacb8caca,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset,REMOVE_FROM_HISTORY,authoritative fixed-version source is reproducibly fetchable,datasets/dataset_manifest.yaml + SHA256SUMS_EXPECTED.txt,raw source availability only; derived evidence retained
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/07910.dat,27617280,4715f677a4a913bc101447d7393121f1f2293a05,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset,REMOVE_FROM_HISTORY,authoritative fixed-version source is reproducibly fetchable,datasets/dataset_manifest.yaml + SHA256SUMS_EXPECTED.txt,raw source availability only; derived evidence retained
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/08215.dat,27617280,69e20a10d5ed5c2c3ac2e2ec74a25a48b3689c97,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset,REMOVE_FROM_HISTORY,authoritative fixed-version source is reproducibly fetchable,datasets/dataset_manifest.yaml + SHA256SUMS_EXPECTED.txt,raw source availability only; derived evidence retained
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/08219.dat,27617280,0207aef1a9c713beb2af999e9c2f0b32040a53a1,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset,REMOVE_FROM_HISTORY,authoritative fixed-version source is reproducibly fetchable,datasets/dataset_manifest.yaml + SHA256SUMS_EXPECTED.txt,raw source availability only; derived evidence retained
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/08378.dat,27617280,968288b1961f6b10316b9de7726b2da11187807f,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset,REMOVE_FROM_HISTORY,authoritative fixed-version source is reproducibly fetchable,datasets/dataset_manifest.yaml + SHA256SUMS_EXPECTED.txt,raw source availability only; derived evidence retained
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/08405.dat,27617280,2ed5cb9ab29d0b86bf04676ddfa291d524161642,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset,REMOVE_FROM_HISTORY,authoritative fixed-version source is reproducibly fetchable,datasets/dataset_manifest.yaml + SHA256SUMS_EXPECTED.txt,raw source availability only; derived evidence retained
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/08434.dat,27617280,f5bb2603ac066983f8b6e7469a0240449d93b055,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset,REMOVE_FROM_HISTORY,authoritative fixed-version source is reproducibly fetchable,datasets/dataset_manifest.yaml + SHA256SUMS_EXPECTED.txt,raw source availability only; derived evidence retained
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/08455.dat,27617280,0b8793028990b8d85cec9b5896caa44aaa74babf,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset,REMOVE_FROM_HISTORY,authoritative fixed-version source is reproducibly fetchable,datasets/dataset_manifest.yaml + SHA256SUMS_EXPECTED.txt,raw source availability only; derived evidence retained
components/afe_xmodel/algorithm/person_data/afdb/1.0.0/06453.dat,24975000,f866c0c5b5cdb14b5bea06b08a255baefb9c07bb,https://github.com/Hwan-22/ECG-SoC,4756a5086023547328ef44fd5fd87da3c250dc39,이수환,third-party raw dataset,REMOVE_FROM_HISTORY,authoritative fixed-version source is reproducibly fetchable,datasets/dataset_manifest.yaml + SHA256SUMS_EXPECTED.txt,raw source availability only; derived evidence retained
