artifact_id,component,owner,upstream_repository,upstream_commit,upstream_path,integrated_path,sha256,size_bytes,artifact_type,claim_supported,report_section,verification_status,notes
ART-00011,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/docs/MATLAB_TO_XMODEL_HANDOFF.md,components/matlab_prevalidation/matlab_afe_validation/docs/MATLAB_TO_XMODEL_HANDOFF.md,7a08929e4518ccb54e2c367be0360967b9b95454fd963620b109f3b3b14acfed,3807,documentation,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_CURATED_EXPORT,retained byte content exported from fixed Git commit; intentionally omitted paths are in exclusion registries
ART-00012,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/docs/notch_60hz_reference.md,components/matlab_prevalidation/matlab_afe_validation/docs/notch_60hz_reference.md,b0e2799984859777598d5f86d74c3dcbdc74ca5a1ad7dcfbd74d988acc5cbf5a,1416,documentation,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_CURATED_EXPORT,retained byte content exported from fixed Git commit; intentionally omitted paths are in exclusion registries
ART-00013,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/docs/VALIDATION_STATUS.md,components/matlab_prevalidation/matlab_afe_validation/docs/VALIDATION_STATUS.md,1a4561a900c6c0157705eb7f6f8323217856d3db854d49d39be9cd7e992d1672,2422,documentation,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_AF_NORMALIZED,"integrated artifact after AF class-label normalization; classifier arithmetic, class ID, and numeric evidence are unchanged"
ART-00014,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/figures/AF_fig_adc_code_distribution.png,components/matlab_prevalidation/matlab_afe_validation/figures/AF_fig_adc_code_distribution.png,c2d8eae84ad8031b1a6c00c4522eb4bca1e0ef42c0ff9f9fdfb2879cdc0f6adb,41862,figure,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_AF_NORMALIZED,"integrated artifact after AF class-label normalization; classifier arithmetic, class ID, and numeric evidence are unchanged"
ART-00015,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/figures/AF_fig_afe_output_before_adc.png,components/matlab_prevalidation/matlab_afe_validation/figures/AF_fig_afe_output_before_adc.png,749610039f4064364d89f0f7f1b686dbc0c12f6398c9aadcb2b75ae2b955b989,43336,figure,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_AF_NORMALIZED,"integrated artifact after AF class-label normalization; classifier arithmetic, class ID, and numeric evidence are unchanged"
ART-00016,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/figures/ARR_fig_adc_code_distribution.png,components/matlab_prevalidation/matlab_afe_validation/figures/ARR_fig_adc_code_distribution.png,4fa43bbb402e840aecdd099d0f7e3e58509739cadd93fe3865d6723361fc38b8,36504,figure,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_CURATED_EXPORT,retained byte content exported from fixed Git commit; intentionally omitted paths are in exclusion registries
ART-00017,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/figures/ARR_fig_afe_output_before_adc.png,components/matlab_prevalidation/matlab_afe_validation/figures/ARR_fig_afe_output_before_adc.png,90b778bd5750935fb6d1f077a076df1096810e6cfa1321193caffda8033a3914,45241,figure,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_CURATED_EXPORT,retained byte content exported from fixed Git commit; intentionally omitted paths are in exclusion registries
ART-00018,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/figures/CHF_fig_adc_code_distribution.png,components/matlab_prevalidation/matlab_afe_validation/figures/CHF_fig_adc_code_distribution.png,c3e13e17a7fcf63034c743b8b3966aaf3b518445c5b54f3adbfc72715d19d611,41441,figure,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_CURATED_EXPORT,retained byte content exported from fixed Git commit; intentionally omitted paths are in exclusion registries
ART-00019,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/figures/CHF_fig_afe_output_before_adc.png,components/matlab_prevalidation/matlab_afe_validation/figures/CHF_fig_afe_output_before_adc.png,1321da80aaa87f913ebd75d9214f663a644eef2e060a853ff86a9622bde5f007,43710,figure,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_CURATED_EXPORT,retained byte content exported from fixed Git commit; intentionally omitted paths are in exclusion registries
ART-00020,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/figures/fig_active_twin_t_notch_response_original.png,components/matlab_prevalidation/matlab_afe_validation/figures/fig_active_twin_t_notch_response_original.png,c001e860433e3537533260fb679e50b06b4cf05965edd24aa9ff39c5acfdc00e,55795,figure,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_CURATED_EXPORT,retained byte content exported from fixed Git commit; intentionally omitted paths are in exclusion registries
ART-00021,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/figures/fig_adc_code_distribution.pdf,components/matlab_prevalidation/matlab_afe_validation/figures/fig_adc_code_distribution.pdf,eac4b511e51b4c084c2da385adbfbea9b836fdf45b1ca61f4e29f49c321f2660,19976,report artifact,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_AF_NORMALIZED,"integrated artifact after AF class-label normalization; classifier arithmetic, class ID, and numeric evidence are unchanged"
ART-00022,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/figures/fig_adc_code_distribution.png,components/matlab_prevalidation/matlab_afe_validation/figures/fig_adc_code_distribution.png,b48e23dd69018fcc4402fa584beaa8106f335fa87f149a7f26c01ba089d735ff,45254,figure,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_AF_NORMALIZED,"integrated artifact after AF class-label normalization; classifier arithmetic, class ID, and numeric evidence are unchanged"
ART-00023,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/figures/fig_afe_chain_overview.pdf,components/matlab_prevalidation/matlab_afe_validation/figures/fig_afe_chain_overview.pdf,63a4542a14d5688927c903c06e7bee63f557dc4e85a399663bbcd64656d792c5,27779,report artifact,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_AF_NORMALIZED,"integrated artifact after AF class-label normalization; classifier arithmetic, class ID, and numeric evidence are unchanged"
ART-00024,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/figures/fig_afe_chain_overview.png,components/matlab_prevalidation/matlab_afe_validation/figures/fig_afe_chain_overview.png,34ee5dd7d794ee2e1ce1280ce048c11c64eda4575d9e2fd6dee07e594dfaaad9,38483,figure,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_AF_NORMALIZED,"integrated artifact after AF class-label normalization; classifier arithmetic, class ID, and numeric evidence are unchanged"
ART-00025,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/figures/fig_dynamic_range_headroom.pdf,components/matlab_prevalidation/matlab_afe_validation/figures/fig_dynamic_range_headroom.pdf,7f19e3c4564c80a812fc1c8e9a9ca297461dcbb62c78d66d9618032dd6253776,13192,report artifact,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_AF_NORMALIZED,"integrated artifact after AF class-label normalization; classifier arithmetic, class ID, and numeric evidence are unchanged"
ART-00026,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/figures/fig_dynamic_range_headroom.png,components/matlab_prevalidation/matlab_afe_validation/figures/fig_dynamic_range_headroom.png,36355091b03730b1c341d1cbfee8b06529781b393debced3f8d9db4cd9767138,33012,figure,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_AF_NORMALIZED,"integrated artifact after AF class-label normalization; classifier arithmetic, class ID, and numeric evidence are unchanged"
ART-00027,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/figures/fig_matlab_prevalidation_flow.pdf,components/matlab_prevalidation/matlab_afe_validation/figures/fig_matlab_prevalidation_flow.pdf,c34b3695e3ef83c5e5aa117755122cca8f821d2b4e7cff9655c359e874479f41,28062,report artifact,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_AF_NORMALIZED,"integrated artifact after AF class-label normalization; classifier arithmetic, class ID, and numeric evidence are unchanged"
ART-00028,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/figures/fig_matlab_prevalidation_flow.png,components/matlab_prevalidation/matlab_afe_validation/figures/fig_matlab_prevalidation_flow.png,053df2cc70b59f9fe20ada3740cbf37ecc6b4a548604b324a3ca078e430e4bb0,46637,figure,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_AF_NORMALIZED,"integrated artifact after AF class-label normalization; classifier arithmetic, class ID, and numeric evidence are unchanged"
ART-00029,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/figures/fig_notch_dense_sweep.pdf,components/matlab_prevalidation/matlab_afe_validation/figures/fig_notch_dense_sweep.pdf,71874022948bfdc57fc21f0b9b301f258bf76a39db8775c7bda724a98a665faf,70606,report artifact,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_AF_NORMALIZED,"integrated artifact after AF class-label normalization; classifier arithmetic, class ID, and numeric evidence are unchanged"
ART-00030,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/figures/fig_notch_dense_sweep.png,components/matlab_prevalidation/matlab_afe_validation/figures/fig_notch_dense_sweep.png,53bd3b0936f09b2ff41482de86ca2bfdcaced716cedfd65f0b697a3775cf8f53,52338,figure,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_AF_NORMALIZED,"integrated artifact after AF class-label normalization; classifier arithmetic, class ID, and numeric evidence are unchanged"
ART-00031,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/figures/fig_reference_vector_handoff.pdf,components/matlab_prevalidation/matlab_afe_validation/figures/fig_reference_vector_handoff.pdf,ef92af46318a5216862e6412e9518ceb13921957f0e2e6e392e2b82925f94fd0,28698,report artifact,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_AF_NORMALIZED,"integrated artifact after AF class-label normalization; classifier arithmetic, class ID, and numeric evidence are unchanged"
ART-00032,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/figures/fig_reference_vector_handoff.png,components/matlab_prevalidation/matlab_afe_validation/figures/fig_reference_vector_handoff.png,cd8778337f0ccb924ecf624ea4e8c146826607931c951b8eac249cf05a1d60ba,50765,figure,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_AF_NORMALIZED,"integrated artifact after AF class-label normalization; classifier arithmetic, class ID, and numeric evidence are unchanged"
ART-00033,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/figures/fig_total_frequency_response.pdf,components/matlab_prevalidation/matlab_afe_validation/figures/fig_total_frequency_response.pdf,7fdfad14eec59ae15ce41476cf588fd32b2331572f95e3c948f02b4d865705f1,101927,report artifact,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_AF_NORMALIZED,"integrated artifact after AF class-label normalization; classifier arithmetic, class ID, and numeric evidence are unchanged"
ART-00034,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/figures/fig_total_frequency_response.png,components/matlab_prevalidation/matlab_afe_validation/figures/fig_total_frequency_response.png,968bc4d6d30d1ad1c4ae0da62365f042747c7d16bfdcc4c9e36077d30b90d298,106696,figure,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_AF_NORMALIZED,"integrated artifact after AF class-label normalization; classifier arithmetic, class ID, and numeric evidence are unchanged"
ART-00035,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/figures/FIGURE_CAPTIONS.md,components/matlab_prevalidation/matlab_afe_validation/figures/FIGURE_CAPTIONS.md,3f9dbf0dfb80f1f66ced32bf102eb58b41b14e56a26bd7d8696d022c3b234ffb,3904,documentation,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_AF_NORMALIZED,"integrated artifact after AF class-label normalization; classifier arithmetic, class ID, and numeric evidence are unchanged"
ART-00036,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/figures/NSR_fig_adc_code_distribution.png,components/matlab_prevalidation/matlab_afe_validation/figures/NSR_fig_adc_code_distribution.png,c5572bd00e6efce6dc4841a6336e112b2cb2ed97d57e3cf25dfcc1070ae15a27,34004,figure,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_CURATED_EXPORT,retained byte content exported from fixed Git commit; intentionally omitted paths are in exclusion registries
ART-00037,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/figures/NSR_fig_afe_output_before_adc.png,components/matlab_prevalidation/matlab_afe_validation/figures/NSR_fig_afe_output_before_adc.png,3efc575f72f13d158bd9c194177087723a92ee968dce5f6b88adca08cfd893f1,39778,figure,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_CURATED_EXPORT,retained byte content exported from fixed Git commit; intentionally omitted paths are in exclusion registries
ART-00038,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/freq_response_discrete.m,components/matlab_prevalidation/matlab_afe_validation/freq_response_discrete.m,ea3fe6474eb669596a952547737bf7d2c0be8423d7471ff71141bfbc93ad8b0f,952,MATLAB source,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_CURATED_EXPORT,retained byte content exported from fixed Git commit; intentionally omitted paths are in exclusion registries
ART-00039,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/generate_ecg_input.m,components/matlab_prevalidation/matlab_afe_validation/generate_ecg_input.m,346c96ce8d378fdd76af9f009ad227b3a40948993327938e42ff4c71e8b86f04,5862,MATLAB source,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_CURATED_EXPORT,retained byte content exported from fixed Git commit; intentionally omitted paths are in exclusion registries
ART-00040,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/generate_prevalidation_reference_package.m,components/matlab_prevalidation/matlab_afe_validation/generate_prevalidation_reference_package.m,4ad5863860dc4dab5aaf459754f5fc460ec47221987cb9f15f700cc9a44b5a7a,59052,MATLAB source,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_AF_NORMALIZED,"integrated artifact after AF class-label normalization; classifier arithmetic, class ID, and numeric evidence are unchanged"
ART-00041,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/input_data/patient100_ecg_10s.txt,components/matlab_prevalidation/matlab_afe_validation/input_data/patient100_ecg_10s.txt,5c8de5435f97c6f9320b398869538cd6992caa6250825d89a9fd3d019fecca36,68295,text/vector artifact,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_CURATED_EXPORT,retained byte content exported from fixed Git commit; intentionally omitted paths are in exclusion registries
ART-00042,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/load_afe_input_record.m,components/matlab_prevalidation/matlab_afe_validation/load_afe_input_record.m,9970e275fe0c6b0ff153ee640a31779b056e9c0efe019c068167b77145a7f858,4395,MATLAB source,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_AF_NORMALIZED,"integrated artifact after AF class-label normalization; classifier arithmetic, class ID, and numeric evidence are unchanged"
ART-00043,matlab_prevalidation,서민우,https://github.com/ferocious-kiwi/ECG-SoC-MATLAB-AFE-ADC-Prevalidation,907f7e1f081a9d6a5703a32095d962143315a192,matlab_afe_validation/parse_pwl_file.m,components/matlab_prevalidation/matlab_afe_validation/parse_pwl_file.m,605f7dea11eae790073b52502f2ce786a3188ac79829e7bb96c4306b2243f786,3880,MATLAB source,component snapshot provenance; see claim registry for promoted claims,component evidence as mapped by REPORT_EVIDENCE_MAP_KR.md,HASH_VERIFIED_CURATED_EXPORT,retained byte content exported from fixed Git commit; intentionally omitted paths are in exclusion registries
