strict_case_id,chunk_id,class_label,class_id,source_database,source_record_id,physical_record_id,record_id,source_file_path,mem_path,chunk_index,start_sec,duration_sec,sample_count,sample_rate,split,current_chunk_split,original_split,uncertain_source_record,notes,chunk_file
37,ARR_mitdb_105_w0,ARR,2,mitdb,ARR_mitdb_105,mitdb_105,105,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\test\ARR\105.mem,fullrec_afe_30min_annotation_valid_balanced/val/ARR/105/105_30min_w000.mem,0,2.000,1800,1800000,1000,,val,test,0,native_fs=360;linear_resample;xmodelmatch_emulator,val/ARR/105/105_30min_w000.mem
38,ARR_mitdb_106_w0,ARR,2,mitdb,ARR_mitdb_106,mitdb_106,106,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\train\ARR\106.mem,fullrec_afe_30min_annotation_valid_balanced/val/ARR/106/106_30min_w000.mem,0,2.000,1800,1800000,1000,,val,train,0,native_fs=360;linear_resample;xmodelmatch_emulator,val/ARR/106/106_30min_w000.mem
39,ARR_mitdb_107_w0,ARR,2,mitdb,ARR_mitdb_107,mitdb_107,107,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\train\ARR\107.mem,fullrec_afe_30min_annotation_valid_balanced/val/ARR/107/107_30min_w000.mem,0,2.000,1800,1800000,1000,,val,train,0,native_fs=360;linear_resample;xmodelmatch_emulator,val/ARR/107/107_30min_w000.mem
40,ARR_mitdb_108_w0,ARR,2,mitdb,ARR_mitdb_108,mitdb_108,108,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\test\ARR\108.mem,fullrec_afe_30min_annotation_valid_balanced/val/ARR/108/108_30min_w000.mem,0,2.000,1800,1800000,1000,,val,test,0,native_fs=360;linear_resample;xmodelmatch_emulator,val/ARR/108/108_30min_w000.mem
41,ARR_mitdb_109_w0,ARR,2,mitdb,ARR_mitdb_109,mitdb_109,109,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\109.mem,fullrec_afe_30min_annotation_valid_balanced/val/ARR/109/109_30min_w000.mem,0,2.000,1800,1800000,1000,,val,train,0,native_fs=360;linear_resample;xmodelmatch_emulator,val/ARR/109/109_30min_w000.mem
42,ARR_mitdb_111_w0,ARR,2,mitdb,ARR_mitdb_111,mitdb_111,111,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\val\ARR\111.mem,fullrec_afe_30min_annotation_valid_balanced/test/ARR/111/111_30min_w000.mem,0,2.000,1800,1800000,1000,,test,val,0,native_fs=360;linear_resample;xmodelmatch_emulator,test/ARR/111/111_30min_w000.mem
43,ARR_mitdb_114_w0,ARR,2,mitdb,ARR_mitdb_114,mitdb_114,114,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\train\ARR\114.mem,fullrec_afe_30min_annotation_valid_balanced/test/ARR/114/114_30min_w000.mem,0,2.000,1800,1800000,1000,,test,train,0,native_fs=360;linear_resample;xmodelmatch_emulator,test/ARR/114/114_30min_w000.mem
44,ARR_mitdb_116_w0,ARR,2,mitdb,ARR_mitdb_116,mitdb_116,116,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\116.mem,fullrec_afe_30min_annotation_valid_balanced/test/ARR/116/116_30min_w000.mem,0,2.000,1800,1800000,1000,,test,train,0,native_fs=360;linear_resample;xmodelmatch_emulator,test/ARR/116/116_30min_w000.mem
45,ARR_mitdb_118_w0,ARR,2,mitdb,ARR_mitdb_118,mitdb_118,118,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\train\ARR\118.mem,fullrec_afe_30min_annotation_valid_balanced/test/ARR/118/118_30min_w000.mem,0,2.000,1800,1800000,1000,,test,train,0,native_fs=360;linear_resample;xmodelmatch_emulator,test/ARR/118/118_30min_w000.mem
46,ARR_mitdb_119_w0,ARR,2,mitdb,ARR_mitdb_119,mitdb_119,119,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\119.mem,fullrec_afe_30min_annotation_valid_balanced/test/ARR/119/119_30min_w000.mem,0,2.000,1800,1800000,1000,,test,train,0,native_fs=360;linear_resample;xmodelmatch_emulator,test/ARR/119/119_30min_w000.mem
47,ARR_mitdb_124_w0,ARR,2,mitdb,ARR_mitdb_124,mitdb_124,124,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\train\ARR\124.mem,fullrec_afe_30min_annotation_valid_balanced/test/ARR/124/124_30min_w000.mem,0,2.000,1800,1800000,1000,,test,train,0,native_fs=360;linear_resample;xmodelmatch_emulator,test/ARR/124/124_30min_w000.mem
48,ARR_mitdb_200_w0,ARR,2,mitdb,ARR_mitdb_200,mitdb_200,200,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\test\ARR\200.mem,fullrec_afe_30min_annotation_valid_balanced/test/ARR/200/200_30min_w000.mem,0,2.000,1800,1800000,1000,,test,test,0,native_fs=360;linear_resample;xmodelmatch_emulator,test/ARR/200/200_30min_w000.mem
49,ARR_mitdb_202_w0,ARR,2,mitdb,ARR_mitdb_202,mitdb_202,202,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\val\ARR\202.mem,fullrec_afe_30min_annotation_valid_balanced/test/ARR/202/202_30min_w000.mem,0,2.000,1800,1800000,1000,,test,val,0,native_fs=360;linear_resample;xmodelmatch_emulator,test/ARR/202/202_30min_w000.mem
50,ARR_mitdb_205_w0,ARR,2,mitdb,ARR_mitdb_205,mitdb_205,205,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\train\ARR\205.mem,fullrec_afe_30min_annotation_valid_balanced/test/ARR/205/205_30min_w000.mem,0,2.000,1800,1800000,1000,,test,train,0,native_fs=360;linear_resample;xmodelmatch_emulator,test/ARR/205/205_30min_w000.mem
51,ARR_mitdb_207_w0,ARR,2,mitdb,ARR_mitdb_207,mitdb_207,207,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\207.mem,fullrec_afe_30min_annotation_valid_balanced/train/ARR/207/207_30min_w000.mem,0,2.000,1800,1800000,1000,,train,train,0,native_fs=360;linear_resample;xmodelmatch_emulator,train/ARR/207/207_30min_w000.mem
52,ARR_mitdb_208_w0,ARR,2,mitdb,ARR_mitdb_208,mitdb_208,208,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\test\ARR\208.mem,fullrec_afe_30min_annotation_valid_balanced/train/ARR/208/208_30min_w000.mem,0,2.000,1800,1800000,1000,,train,test,0,native_fs=360;linear_resample;xmodelmatch_emulator,train/ARR/208/208_30min_w000.mem
53,ARR_mitdb_209_w0,ARR,2,mitdb,ARR_mitdb_209,mitdb_209,209,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\test\ARR\209.mem,fullrec_afe_30min_annotation_valid_balanced/train/ARR/209/209_30min_w000.mem,0,2.000,1800,1800000,1000,,train,test,0,native_fs=360;linear_resample;xmodelmatch_emulator,train/ARR/209/209_30min_w000.mem
54,ARR_mitdb_212_w0,ARR,2,mitdb,ARR_mitdb_212,mitdb_212,212,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\212.mem,fullrec_afe_30min_annotation_valid_balanced/train/ARR/212/212_30min_w000.mem,0,2.000,1800,1800000,1000,,train,train,0,native_fs=360;linear_resample;xmodelmatch_emulator,train/ARR/212/212_30min_w000.mem
55,ARR_mitdb_213_w0,ARR,2,mitdb,ARR_mitdb_213,mitdb_213,213,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\213.mem,fullrec_afe_30min_annotation_valid_balanced/train/ARR/213/213_30min_w000.mem,0,2.000,1800,1800000,1000,,train,train,0,native_fs=360;linear_resample;xmodelmatch_emulator,train/ARR/213/213_30min_w000.mem
56,ARR_mitdb_214_w0,ARR,2,mitdb,ARR_mitdb_214,mitdb_214,214,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\214.mem,fullrec_afe_30min_annotation_valid_balanced/train/ARR/214/214_30min_w000.mem,0,2.000,1800,1800000,1000,,train,train,0,native_fs=360;linear_resample;xmodelmatch_emulator,train/ARR/214/214_30min_w000.mem
57,ARR_mitdb_215_w0,ARR,2,mitdb,ARR_mitdb_215,mitdb_215,215,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\val\ARR\215.mem,fullrec_afe_30min_annotation_valid_balanced/train/ARR/215/215_30min_w000.mem,0,2.000,1800,1800000,1000,,train,val,0,native_fs=360;linear_resample;xmodelmatch_emulator,train/ARR/215/215_30min_w000.mem
58,ARR_mitdb_217_w0,ARR,2,mitdb,ARR_mitdb_217,mitdb_217,217,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\217.mem,fullrec_afe_30min_annotation_valid_balanced/train/ARR/217/217_30min_w000.mem,0,2.000,1800,1800000,1000,,train,train,0,native_fs=360;linear_resample;xmodelmatch_emulator,train/ARR/217/217_30min_w000.mem
59,ARR_mitdb_219_w0,ARR,2,mitdb,ARR_mitdb_219,mitdb_219,219,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\219.mem,fullrec_afe_30min_annotation_valid_balanced/train/ARR/219/219_30min_w000.mem,0,2.000,1800,1800000,1000,,train,train,0,native_fs=360;linear_resample;xmodelmatch_emulator,train/ARR/219/219_30min_w000.mem
60,ARR_mitdb_220_w0,ARR,2,mitdb,ARR_mitdb_220,mitdb_220,220,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\220.mem,fullrec_afe_30min_annotation_valid_balanced/train/ARR/220/220_30min_w000.mem,0,2.000,1800,1800000,1000,,train,train,0,native_fs=360;linear_resample;xmodelmatch_emulator,train/ARR/220/220_30min_w000.mem
61,ARR_mitdb_222_w0,ARR,2,mitdb,ARR_mitdb_222,mitdb_222,222,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\222.mem,fullrec_afe_30min_annotation_valid_balanced/train/ARR/222/222_30min_w000.mem,0,2.000,1800,1800000,1000,,train,train,0,native_fs=360;linear_resample;xmodelmatch_emulator,train/ARR/222/222_30min_w000.mem
62,ARR_mitdb_223_w0,ARR,2,mitdb,ARR_mitdb_223,mitdb_223,223,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\val\ARR\223.mem,fullrec_afe_30min_annotation_valid_balanced/train/ARR/223/223_30min_w000.mem,0,2.000,1800,1800000,1000,,train,val,0,native_fs=360;linear_resample;xmodelmatch_emulator,train/ARR/223/223_30min_w000.mem
63,ARR_mitdb_228_w0,ARR,2,mitdb,ARR_mitdb_228,mitdb_228,228,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\test\ARR\228.mem,fullrec_afe_30min_annotation_valid_balanced/train/ARR/228/228_30min_w000.mem,0,2.000,1800,1800000,1000,,train,test,0,native_fs=360;linear_resample;xmodelmatch_emulator,train/ARR/228/228_30min_w000.mem
64,ARR_mitdb_231_w0,ARR,2,mitdb,ARR_mitdb_231,mitdb_231,231,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\test\ARR\231.mem,fullrec_afe_30min_annotation_valid_balanced/train/ARR/231/231_30min_w000.mem,0,2.000,1800,1800000,1000,,train,test,0,native_fs=360;linear_resample;xmodelmatch_emulator,train/ARR/231/231_30min_w000.mem
